Url,Name,ImageUrl,Price,ListPrice,CustomerReviews,ProductRatings,Offers
https://www.flipkart.com/poco-m2-slate-blue-64-gb/p/itmfd82e37cf60fb?pid=MOBFV9V96DHYMUHJ&lid=LSTMOBFV9V96DHYMUHJCL6WY1&marketplace=FLIPKART&srno=s_2_31&otracker=search&otracker1=search&fm=SEARCH&iid=432b5fd6-711d-43b4-bdd8-26121f59bccb.MOBFV9V96DHYMUHJ.SEARCH&ppt=sp&ppn=sp&qH=eb4af0bf07c16429,"POCO M2 (Slate Blue, 64 GB)",https://rukminim1.flixcart.com/image/312/312/kesv0y80/mobile/n/u/v/poco-m2-mzb9920in-original-imafvdrfhhuzcnyw.jpeg?q=70,"₹10,999","₹12,999"," 16,267 Reviews",4.3,15% off

https://www.flipkart.com/poco-m2-pro-two-shades-black-64-gb/p/itmaf67e90291adf?pid=MOBFT7MKC9DMG2PU&lid=LSTMOBFT7MKC9DMG2PUNJUWXP&marketplace=FLIPKART&srno=s_2_32&otracker=search&otracker1=search&fm=SEARCH&iid=432b5fd6-711d-43b4-bdd8-26121f59bccb.MOBFT7MKC9DMG2PU.SEARCH&ppt=sp&ppn=sp&qH=eb4af0bf07c16429,"POCO M2 Pro (Two Shades of Black, 64 GB)",https://rukminim1.flixcart.com/image/312/312/kcauaa80/mobile/2/p/u/poco-m2-pro-mzb9621in-original-imaftg9fkdpgbgxq.jpeg?q=70,"₹14,999","₹17,999"," 18,961 Reviews",4.4,16% off

https://www.flipkart.com/samsung-galaxy-f41-fusion-black-64-gb/p/itmde5e6cd41fc4d?pid=MOBFV5PWGEVNPWS2&lid=LSTMOBFV5PWGEVNPWS2VG4KHD&marketplace=FLIPKART&srno=s_2_33&otracker=search&otracker1=search&fm=SEARCH&iid=432b5fd6-711d-43b4-bdd8-26121f59bccb.MOBFV5PWGEVNPWS2.SEARCH&ppt=sp&ppn=sp&qH=eb4af0bf07c16429,"Samsung Galaxy F41 (Fusion Black, 64 GB)",https://rukminim1.flixcart.com/image/312/312/kfzq8i80/mobile/w/s/2/samsung-galaxy-f41-sm-f415fzkdins-original-imafwbnvxuhzvtpv.jpeg?q=70,"₹15,499","₹19,999"," 22,056 Reviews",4.3,22% off

https://www.flipkart.com/infinix-hot-9-pro-ocean-wave-64-gb/p/itm1bc9e9eef4559?pid=MOBFQ3DPHDM5RYKJ&lid=LSTMOBFQ3DPHDM5RYKJIF7Q7P&marketplace=FLIPKART&srno=s_2_34&otracker=search&otracker1=search&fm=SEARCH&iid=432b5fd6-711d-43b4-bdd8-26121f59bccb.MOBFQ3DPHDM5RYKJ.SEARCH&ppt=sp&ppn=sp&qH=eb4af0bf07c16429,"Infinix Hot 9 Pro (Ocean Wave, 64 GB)",https://rukminim1.flixcart.com/image/312/312/k8g8knk0/mobile/y/k/j/infinix-hot-9-pro-x655f-original-imafqgr9skhczn7y.jpeg?q=70,"₹10,499","₹12,999"," 6,554 Reviews",4.4,19% off

https://www.flipkart.com/infinix-hot-10-ocean-wave-128-gb/p/itm80ea670ef0bfc?pid=MOBFVX6YU9Y5HW9J&lid=LSTMOBFVX6YU9Y5HW9JZ6F57Z&marketplace=FLIPKART&srno=s_2_35&otracker=search&otracker1=search&fm=SEARCH&iid=432b5fd6-711d-43b4-bdd8-26121f59bccb.MOBFVX6YU9Y5HW9J.SEARCH&ppt=sp&ppn=sp&qH=eb4af0bf07c16429,"Infinix Hot 10 (Ocean Wave, 128 GB)",https://rukminim1.flixcart.com/image/312/312/kfu0h3k0/mobile/w/9/j/infinix-hot-10-x682c-original-imafw776454gckmf.jpeg?q=70,"₹10,999","₹13,999"," 4,147 Reviews",4.4,21% off

https://www.flipkart.com/infinix-hot-9-pro-violet-64-gb/p/itm1bc9e9eef4559?pid=MOBFQ3DPGYFSJ3SP&lid=LSTMOBFQ3DPGYFSJ3SPQ0HUL6&marketplace=FLIPKART&srno=s_2_36&otracker=search&otracker1=search&fm=SEARCH&iid=432b5fd6-711d-43b4-bdd8-26121f59bccb.MOBFQ3DPGYFSJ3SP.SEARCH&ppt=sp&ppn=sp&qH=eb4af0bf07c16429,"Infinix Hot 9 Pro (Violet, 64 GB)",https://rukminim1.flixcart.com/image/312/312/k8g8knk0/mobile/3/s/p/infinix-hot-9-pro-x655f-original-imafqgr9hfgvyn6k.jpeg?q=70,"₹10,499","₹12,999"," 6,554 Reviews",4.4,19% off

https://www.flipkart.com/infinix-hot-10-amber-red-128-gb/p/itm80ea670ef0bfc?pid=MOBFVX6YN68E5ZF3&lid=LSTMOBFVX6YN68E5ZF3FHFQ9K&marketplace=FLIPKART&srno=s_2_37&otracker=search&otracker1=search&fm=SEARCH&iid=432b5fd6-711d-43b4-bdd8-26121f59bccb.MOBFVX6YN68E5ZF3.SEARCH&ppt=sp&ppn=sp&qH=eb4af0bf07c16429,"Infinix Hot 10 (Amber Red, 128 GB)",https://rukminim1.flixcart.com/image/312/312/kfpq5jk0/mobile/j/z/h/infinix-hot-10-x682b-original-imafw4fcymcw4qv3.jpeg?q=70,"₹10,999","₹13,999"," 4,147 Reviews",4.4,21% off

